Date,Close
,ADS.DE
2019-11-01,280.0
2019-11-04,286.1000061035156
2019-11-05,281.3500061035156
2019-11-06,266.29998779296875
2019-11-07,274.5
2019-11-08,272.0
2019-11-11,269.79998779296875
2019-11-12,269.45001220703125
2019-11-13,266.8999938964844
2019-11-14,265.29998779296875
2019-11-15,267.45001220703125
2019-11-18,270.95001220703125
2019-11-19,272.1499938964844
2019-11-20,273.0
2019-11-21,273.0
2019-11-22,273.0
2019-11-25,274.95001220703125
2019-11-26,278.54998779296875
2019-11-27,281.95001220703125
2019-11-28,281.95001220703125
2019-11-29,282.75
2019-12-02,275.04998779296875
2019-12-03,278.1000061035156
2019-12-04,277.8500061035156
2019-12-05,276.1000061035156
2019-12-06,279.20001220703125
2019-12-09,273.8999938964844
2019-12-10,275.04998779296875
2019-12-11,278.3999938964844
2019-12-12,278.20001220703125
2019-12-13,278.6000061035156
2019-12-16,285.79998779296875
2019-12-17,286.8999938964844
2019-12-18,289.6499938964844
2019-12-19,288.3500061035156
2019-12-20,291.45001220703125
2019-12-23,291.1000061035156
2019-12-27,292.5
2019-12-30,289.79998779296875
2020-01-02,291.54998779296875
2020-01-03,291.95001220703125
2020-01-06,289.6499938964844
2020-01-07,294.75
2020-01-08,302.8500061035156
2020-01-09,310.0
2020-01-10,309.04998779296875
2020-01-13,309.1499938964844
2020-01-14,313.25
2020-01-15,316.04998779296875
2020-01-16,313.8999938964844
2020-01-17,311.6499938964844
2020-01-20,310.25
2020-01-21,311.5
2020-01-22,315.04998779296875
2020-01-23,310.6000061035156
2020-01-24,313.0
2020-01-27,300.0
2020-01-28,301.95001220703125
2020-01-29,296.29998779296875
2020-01-30,292.8999938964844
2020-01-31,285.79998779296875
2020-02-03,285.0
2020-02-04,291.3999938964844
2020-02-05,290.45001220703125
2020-02-06,289.6000061035156
2020-02-07,289.1000061035156
2020-02-10,286.04998779296875
2020-02-11,286.79998779296875
2020-02-12,290.70001220703125
2020-02-13,287.70001220703125
2020-02-14,288.3999938964844
2020-02-17,291.45001220703125
2020-02-18,285.45001220703125
2020-02-19,292.70001220703125
2020-02-20,285.0
2020-02-21,282.45001220703125
2020-02-24,265.04998779296875
2020-02-25,264.6499938964844
2020-02-26,262.5
2020-02-27,257.1499938964844
2020-02-28,250.5500030517578
2020-03-02,246.60000610351562
2020-03-03,251.0
2020-03-04,252.39999389648438
2020-03-05,249.10000610351562
2020-03-06,241.0500030517578
2020-03-09,227.3000030517578
2020-03-10,221.0
2020-03-11,200.8000030517578
2020-03-12,173.8800048828125
2020-03-13,171.94000244140625
2020-03-16,175.6999969482422
2020-03-17,173.0
2020-03-18,166.9199981689453
2020-03-19,177.0800018310547
2020-03-20,191.5
2020-03-23,180.6199951171875
2020-03-24,195.32000732421875
2020-03-25,211.0
2020-03-26,214.60000610351562
2020-03-27,208.9499969482422
2020-03-30,206.8000030517578
2020-03-31,205.89999389648438
2020-04-01,199.85000610351562
2020-04-02,197.75
2020-04-03,188.5500030517578
2020-04-06,200.10000610351562
2020-04-07,207.89999389648438
2020-04-08,216.0
2020-04-09,224.3000030517578
2020-04-14,224.89999389648438
2020-04-15,214.3000030517578
2020-04-16,211.6999969482422
2020-04-17,218.6999969482422
2020-04-20,221.60000610351562
2020-04-21,211.1999969482422
2020-04-22,206.8000030517578
2020-04-23,208.39999389648438
2020-04-24,205.39999389648438
2020-04-27,206.8000030517578
2020-04-28,205.39999389648438
2020-04-29,212.5
2020-04-30,209.1999969482422
2020-05-04,193.85000610351562
2020-05-05,198.85000610351562
2020-05-06,200.0
2020-05-07,209.10000610351562
2020-05-08,207.89999389648438
2020-05-11,205.5
2020-05-12,204.3000030517578
2020-05-13,198.14999389648438
2020-05-14,195.25
2020-05-15,200.3000030517578
2020-05-18,214.89999389648438
2020-05-19,218.10000610351562
2020-05-20,220.1999969482422
2020-05-21,216.6999969482422
2020-05-22,217.8000030517578
2020-05-25,221.89999389648438
2020-05-26,228.89999389648438
2020-05-27,233.0
2020-05-28,239.0
2020-05-29,237.1999969482422
2020-06-02,241.10000610351562
2020-06-03,250.1999969482422
2020-06-04,254.8000030517578
2020-06-05,264.5
2020-06-08,257.3999938964844
2020-06-09,251.3000030517578
2020-06-10,248.1999969482422
2020-06-11,234.3000030517578
2020-06-12,230.10000610351562
2020-06-15,230.8000030517578
2020-06-16,240.5
2020-06-17,241.39999389648438
2020-06-18,240.6999969482422
2020-06-19,237.60000610351562
2020-06-22,235.8000030517578
2020-06-23,242.6999969482422
2020-06-24,235.6999969482422
2020-06-25,238.0
2020-06-26,233.0
2020-06-29,231.39999389648438
2020-06-30,233.60000610351562
2020-07-01,235.10000610351562
2020-07-02,244.60000610351562
2020-07-03,241.39999389648438
2020-07-06,247.89999389648438
2020-07-07,241.0
2020-07-08,236.5
2020-07-09,235.6999969482422
