Date,Close
,005380.KS
2019-11-01,124000.0
2019-11-04,124000.0
2019-11-05,125000.0
2019-11-06,123500.0
2019-11-07,123500.0
2019-11-08,124000.0
2019-11-11,123500.0
2019-11-12,125500.0
2019-11-13,124500.0
2019-11-14,124500.0
2019-11-15,125500.0
2019-11-18,126000.0
2019-11-19,125000.0
2019-11-20,124500.0
2019-11-21,124500.0
2019-11-22,123500.0
2019-11-25,125000.0
2019-11-26,122500.0
2019-11-27,123500.0
2019-11-28,124000.0
2019-11-29,121000.0
2019-12-02,121500.0
2019-12-03,121500.0
2019-12-04,122000.0
2019-12-05,118000.0
2019-12-06,118500.0
2019-12-09,119500.0
2019-12-10,120000.0
2019-12-11,119000.0
2019-12-12,120000.0
2019-12-13,121000.0
2019-12-16,119000.0
2019-12-17,122000.0
2019-12-18,123000.0
2019-12-19,123500.0
2019-12-20,124000.0
2019-12-23,122500.0
2019-12-24,122000.0
2019-12-26,122500.0
2019-12-27,120500.0
2019-12-30,120500.0
2020-01-02,118000.0
2020-01-03,116000.0
2020-01-06,116000.0
2020-01-07,115500.0
2020-01-08,112000.0
2020-01-09,111500.0
2020-01-10,113500.0
2020-01-13,115000.0
2020-01-14,116000.0
2020-01-15,115000.0
2020-01-16,118500.0
2020-01-17,118500.0
2020-01-20,118000.0
2020-01-21,117000.0
2020-01-22,127000.0
2020-01-23,130500.0
2020-01-28,131000.0
2020-01-29,131000.0
2020-01-30,127500.0
2020-01-31,125000.0
2020-02-03,123500.0
2020-02-04,124000.0
2020-02-05,124000.0
2020-02-06,132000.0
2020-02-07,131000.0
2020-02-10,130000.0
2020-02-11,132500.0
2020-02-12,136000.0
2020-02-13,133000.0
2020-02-14,133500.0
2020-02-17,135500.0
2020-02-18,132500.0
2020-02-19,131500.0
2020-02-20,130000.0
2020-02-21,128000.0
2020-02-24,122500.0
2020-02-25,122500.0
2020-02-26,122500.0
2020-02-27,121000.0
2020-02-28,115000.0
2020-03-02,113500.0
2020-03-03,112500.0
2020-03-04,113000.0
2020-03-05,114000.0
2020-03-06,110500.0
2020-03-09,110500.0
2020-03-10,102000.0
2020-03-11,100000.0
2020-03-12,100000.0
2020-03-13,87200.0
2020-03-16,82900.0
2020-03-17,80100.0
2020-03-18,73500.0
2020-03-19,65900.0
2020-03-20,71100.0
2020-03-23,68900.0
2020-03-24,74800.0
2020-03-25,84500.0
2020-03-26,84900.0
2020-03-27,86400.0
2020-03-30,85400.0
2020-03-31,88700.0
2020-04-01,85400.0
2020-04-02,86600.0
2020-04-03,86300.0
2020-04-06,88800.0
2020-04-07,90400.0
2020-04-08,90000.0
2020-04-09,97100.0
2020-04-10,99700.0
2020-04-13,97800.0
2020-04-14,100000.0
2020-04-16,99100.0
2020-04-17,100500.0
2020-04-20,97600.0
2020-04-21,93500.0
2020-04-22,92600.0
2020-04-23,92400.0
2020-04-24,90100.0
2020-04-27,91600.0
2020-04-28,93200.0
2020-04-29,93600.0
2020-05-04,91500.0
2020-05-06,93200.0
2020-05-07,92600.0
2020-05-08,94500.0
2020-05-11,93700.0
2020-05-12,91900.0
2020-05-13,93100.0
2020-05-14,92300.0
2020-05-15,92300.0
2020-05-18,91900.0
2020-05-19,99100.0
2020-05-20,97300.0
2020-05-21,97200.0
2020-05-22,94500.0
2020-05-25,96000.0
2020-05-26,97800.0
2020-05-27,98100.0
2020-05-28,97200.0
2020-05-29,98000.0
2020-06-01,100000.0
2020-06-02,102500.0
2020-06-03,108500.0
2020-06-04,108500.0
2020-06-05,111000.0
2020-06-08,113000.0
2020-06-09,112000.0
2020-06-10,111500.0
2020-06-11,108500.0
2020-06-12,103500.0
2020-06-15,97000.0
2020-06-16,101500.0
2020-06-17,100500.0
2020-06-18,100000.0
2020-06-19,100000.0
2020-06-22,98500.0
2020-06-23,98700.0
2020-06-24,103000.0
2020-06-25,99400.0
2020-06-26,100000.0
2020-06-29,97700.0
2020-06-30,97700.0
2020-07-01,98200.0
2020-07-02,99000.0
2020-07-03,99200.0
2020-07-06,101500.0
2020-07-07,99200.0
2020-07-08,99600.0
2020-07-09,99600.0
2020-07-10,98300.0
2020-07-13,101500.0
2020-07-14,101500.0
2020-07-15,109000.0
2020-07-16,110000.0
2020-07-17,117500.0
2020-07-20,121500.0
2020-07-21,121500.0
2020-07-22,118500.0
2020-07-23,124500.0
2020-07-24,122500.0
2020-07-27,123500.0
2020-07-28,123000.0
