Date,Close
,V
2019-11-01,180.92999267578125
2019-11-04,178.9499969482422
2019-11-05,176.3699951171875
2019-11-06,176.77000427246094
2019-11-07,178.42999267578125
2019-11-08,178.97000122070312
2019-11-11,179.5399932861328
2019-11-12,179.74000549316406
2019-11-13,179.41000366210938
2019-11-14,179.75
2019-11-15,179.77000427246094
2019-11-18,179.66000366210938
2019-11-19,182.77000427246094
2019-11-20,181.66000366210938
2019-11-21,179.88999938964844
2019-11-22,179.47000122070312
2019-11-25,180.97000122070312
2019-11-26,182.5500030517578
2019-11-27,184.3699951171875
2019-11-29,184.50999450683594
2019-12-02,181.7899932861328
2019-12-03,181.89999389648438
2019-12-04,180.60000610351562
2019-12-05,181.88999938964844
2019-12-06,182.1699981689453
2019-12-09,182.9199981689453
2019-12-10,182.25999450683594
2019-12-11,182.00999450683594
2019-12-12,182.63999938964844
2019-12-13,185.13999938964844
2019-12-16,186.24000549316406
2019-12-17,185.52000427246094
2019-12-18,184.89999389648438
2019-12-19,186.5399932861328
2019-12-20,188.0
2019-12-23,187.0800018310547
2019-12-24,187.57000732421875
2019-12-26,189.16000366210938
2019-12-27,189.38999938964844
2019-12-30,187.8300018310547
2019-12-31,187.89999389648438
2020-01-02,191.1199951171875
2020-01-03,189.60000610351562
2020-01-06,189.19000244140625
2020-01-07,188.69000244140625
2020-01-08,191.9199981689453
2020-01-09,193.25
2020-01-10,193.77000427246094
2020-01-13,195.3300018310547
2020-01-14,196.0500030517578
2020-01-15,199.8000030517578
2020-01-16,200.9499969482422
2020-01-17,204.6999969482422
2020-01-21,207.2899932861328
2020-01-22,207.89999389648438
2020-01-23,206.52000427246094
2020-01-24,205.0
2020-01-27,201.69000244140625
2020-01-28,202.85000610351562
2020-01-29,204.86000061035156
2020-01-30,208.2100067138672
2020-01-31,198.97000122070312
2020-02-03,200.80999755859375
2020-02-04,203.55999755859375
2020-02-05,202.80999755859375
2020-02-06,203.0399932861328
2020-02-07,202.74000549316406
2020-02-10,205.99000549316406
2020-02-11,203.94000244140625
2020-02-12,207.44000244140625
2020-02-13,207.39999389648438
2020-02-14,210.2899932861328
2020-02-18,211.1999969482422
2020-02-19,213.30999755859375
2020-02-20,211.4499969482422
2020-02-21,208.80999755859375
2020-02-24,198.7899932861328
2020-02-25,188.39999389648438
2020-02-26,187.2100067138672
2020-02-27,180.00999450683594
2020-02-28,181.75999450683594
2020-03-02,192.3300018310547
2020-03-03,185.72999572753906
2020-03-04,194.2899932861328
2020-03-05,186.9600067138672
2020-03-06,184.36000061035156
2020-03-09,171.1300048828125
2020-03-10,182.60000610351562
2020-03-11,172.9499969482422
2020-03-12,160.0800018310547
2020-03-13,175.8300018310547
2020-03-16,152.00999450683594
2020-03-17,157.88999938964844
2020-03-18,148.47999572753906
2020-03-19,152.25
2020-03-20,146.8300018310547
2020-03-23,135.74000549316406
2020-03-24,154.52999877929688
2020-03-25,161.77999877929688
2020-03-26,168.8800048828125
2020-03-27,161.55999755859375
2020-03-30,165.57000732421875
2020-03-31,161.1199951171875
2020-04-01,153.11000061035156
2020-04-02,157.38999938964844
2020-04-03,151.85000610351562
2020-04-06,169.44000244140625
2020-04-07,168.58999633789062
2020-04-08,174.94000244140625
2020-04-09,173.69000244140625
2020-04-13,168.99000549316406
2020-04-14,174.6199951171875
2020-04-15,165.9600067138672
2020-04-16,162.4199981689453
2020-04-17,169.5399932861328
2020-04-20,164.22000122070312
2020-04-21,160.52999877929688
2020-04-22,166.58999633789062
2020-04-23,166.3800048828125
2020-04-24,167.32000732421875
2020-04-27,171.75999450683594
2020-04-28,171.25
2020-04-29,181.7899932861328
2020-04-30,178.72000122070312
2020-05-01,175.57000732421875
2020-05-04,176.14999389648438
2020-05-05,178.44000244140625
2020-05-06,178.77999877929688
2020-05-07,182.72000122070312
2020-05-08,185.08999633789062
2020-05-11,183.55999755859375
2020-05-12,179.47000122070312
2020-05-13,177.08999633789062
2020-05-14,180.89999389648438
2020-05-15,183.49000549316406
2020-05-18,191.3800048828125
2020-05-19,189.36000061035156
2020-05-20,193.86000061035156
2020-05-21,190.6199951171875
2020-05-22,190.86000061035156
2020-05-26,193.22000122070312
2020-05-27,192.82000732421875
2020-05-28,194.25999450683594
2020-05-29,195.24000549316406
2020-06-01,194.35000610351562
2020-06-02,196.36000061035156
2020-06-03,196.8699951171875
2020-06-04,193.63999938964844
2020-06-05,199.61000061035156
2020-06-08,199.60000610351562
2020-06-09,199.0800018310547
2020-06-10,200.47999572753906
2020-06-11,188.8800048828125
2020-06-12,192.25999450683594
2020-06-15,191.75999450683594
2020-06-16,192.8800048828125
2020-06-17,193.55999755859375
2020-06-18,193.91000366210938
2020-06-19,192.1999969482422
2020-06-22,194.9600067138672
2020-06-23,197.97000122070312
2020-06-24,191.41000366210938
2020-06-25,193.97999572753906
2020-06-26,189.27000427246094
2020-06-29,191.3800048828125
2020-06-30,193.1699981689453
2020-07-01,193.77999877929688
2020-07-02,195.6699981689453
2020-07-06,197.75999450683594
2020-07-07,194.1999969482422
2020-07-08,195.07000732421875
2020-07-09,192.2100067138672
2020-07-10,192.5500030517578
2020-07-13,189.02000427246094
2020-07-14,193.3300018310547
2020-07-15,196.5500030517578
2020-07-16,193.5
2020-07-17,195.08999633789062
2020-07-20,198.47000122070312
2020-07-21,196.47999572753906
2020-07-22,198.86000061035156
2020-07-23,197.42999267578125
2020-07-24,195.14999389648438
2020-07-27,196.91000366210938
2020-07-28,196.74000549316406
2020-07-29,198.5800018310547
2020-07-30,194.05999755859375
2020-07-31,190.39999389648438
2020-08-03,190.69000244140625
2020-08-04,192.2899932861328
2020-08-05,196.10000610351562
