Country Name,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Czechia,,,,,,-11.61494233,-0.50654237,0.061904269,2.909309433,6.500813529,4.265416645,-0.518331043,-0.356566596,1.384148943,4.001028635,3.042976563,1.569855328,3.583688459,4.814261001,6.60161753,6.766932681,5.570338859,2.686411951,-4.657331092,2.434902159,1.760359624,-0.785004299,-0.045903674,2.262102897,5.388380838,2.53728452,5.168724304,3.22008807,3.029878663,-5.502967961,3.553021309,2.35100354,-0.311479452
Germany,2.287339221,1.402151627,3.707235659,3.896551692,5.255006083,5.108261522,1.923076559,-0.976849818,2.391892071,1.544146496,0.805822891,1.792160821,2.013932785,1.887261154,2.912502964,1.681468481,-0.197973835,-0.700116686,1.175088132,0.731707164,3.816441913,2.976455131,0.959879134,-5.693836336,4.179882499,3.925192705,0.418497594,0.437591303,2.209543431,1.491931528,2.229999868,2.680231114,0.981232606,1.075471636,-3.826768716,3.163819942,1.806208967,-0.304934576
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.061543242,7.526108919,7.123432337,5.458091517,4.774416888,5.5451306,1.316363242,4.522347746,3.72857647,6.676649644
Dominica,7.073356497,6.307561116,7.816623013,-0.191136506,5.417983566,1.347765,2.029420826,2.161414103,0.034481485,3.030862602,3.104202263,2.185627702,3.774226839,0.354079012,2.340219321,-0.06384473,-2.827998893,6.353137122,3.050690295,0.655862269,4.659455486,6.352972439,7.121057986,-1.169590643,0.6726344,-0.223550688,-1.059000243,-0.999940631,4.753786581,-2.731503063,2.763647982,-6.618994633,3.547584418,5.502483437,-16.60410952,6.890549417,5.583546263,4.712238185
Denmark,4.904178355,0.254266315,-0.013601205,0.645187432,1.475244277,1.393633997,1.957006712,0.010687631,5.332462712,3.027587267,2.900099769,3.260890158,2.218158742,2.948022161,3.746862595,0.823152998,0.466345571,0.390058556,2.668219267,2.336641308,3.913007978,0.909238928,-0.512016745,-4.90654773,1.870991147,1.336777767,0.226499792,0.933340972,1.619393811,2.342591108,3.245956985,2.821736341,1.989537315,1.493486959,-2.424512679,6.844521902,2.731174454,1.889610386
Dominican Republic,3.521993199,10.11736736,2.155963331,4.400538815,-5.454312395,0.944138889,11.22093274,7.364513042,2.600354268,5.685430737,5.977825114,8.885269066,6.714477712,5.940049136,4.66176228,2.459516368,4.495103403,-1.345706185,2.570134279,9.428236947,9.174355406,7.415951715,3.209504262,0.946155168,8.33965106,3.133423003,2.717367897,4.875205093,7.05046369,6.927018772,6.659200263,4.666704677,6.982527585,5.05216802,-6.720239373,12.27199023,4.858324036,2.360615687
Algeria,0.400001003,-0.699997526,-1.000005491,4.400002161,0.80000058,-1.200000585,1.800002302,-2.100000758,-0.899996553,3.79999479,4.09999847,1.099999939,5.100003609,3.200001554,3.800000001,2.999999999,5.4,6.5,4.5,5.4,2.9,3.1,2.5,1.2,4.8,3,2.4,2.6,4.1,3.2,3.9,1.5,1.4,0.9,-5,3.8,3.6,4.1
East Asia & Pacific (excluding high income),7.124037396,9.17856387,9.739202746,5.750407298,5.151774579,8.003494701,11.18166323,11.26650703,10.93525412,9.87403044,9.0629681,7.342628798,2.893746589,6.378907665,7.646578086,6.979447267,8.06013083,8.944748215,9.12128478,9.976957561,11.07850906,12.48669197,8.615688095,7.984966414,9.921448845,8.642957947,7.580305453,7.298727893,6.984331944,6.70715877,6.564711869,6.707696403,6.524991751,5.7818918,1.246926838,7.603749708,3.413617869,5.068522137
Early-demographic dividend,2.488699038,2.63413391,3.563009064,2.315729015,5.450673228,4.800891159,4.044950334,3.416432243,3.414721064,2.459903094,5.75005235,4.8098097,2.461887029,2.092282907,4.428178266,1.030903878,1.773276619,5.321847894,6.14890498,5.854936644,6.028008664,5.672343311,3.444825298,0.635224721,6.513413512,4.918402142,4.182683499,4.057999546,4.120782579,4.413613006,4.419664097,4.632867878,3.840209667,2.402270911,-4.368287739,7.621364417,5.582759728,4.043778513
East Asia & Pacific,4.921083754,6.266007959,7.602670322,5.161070871,5.06745285,4.8544593,4.244202243,4.198741033,5.238420282,5.668933323,5.620713891,4.054422439,0.450968964,3.737391826,5.396241428,3.299042532,4.377250818,4.947553287,5.867643987,5.899301158,6.453779318,7.466572879,4.384950012,2.560947134,7.609593533,5.461872631,5.183055659,5.245060847,4.758704284,4.728386041,4.659079892,5.053174482,4.759154814,3.960221914,-0.144692822,6.221136264,2.88602958,4.095178604
Europe & Central Asia (excluding high income),,,3.295099339,1.242123696,2.757344054,-4.686281585,-4.72258167,-2.051332829,-10.00894877,0.930173707,3.945861917,5.533232834,2.263914979,-1.18718049,6.778814739,-0.13310614,6.396069514,6.601420749,9.633614659,8.460146405,8.228536538,7.075201711,3.06266606,-3.451576642,7.067482975,8.586645288,4.050547983,6.585980578,3.372913244,3.587552293,2.785334136,5.821470379,3.513492106,2.247224928,0.321073682,9.000365103,3.077615681,4.606589529
Europe & Central Asia,2.747155249,3.092185826,4.20163012,3.511009211,2.293723366,0.152366016,-0.710081755,-0.787107792,1.213991343,2.149588249,1.783450907,3.076030849,2.628196329,2.877870439,4.35525178,2.258353407,1.584291485,1.794935889,3.19087691,2.671830192,3.865035264,3.651589897,1.016573256,-4.457882374,2.659273741,2.347580292,0.359988683,0.847820022,1.926600373,2.058147045,1.899821631,2.908722502,2.13444056,1.80525623,-5.462443712,6.523851921,3.157498664,0.964032942
Ecuador,3.464782516,-0.259098708,5.89046729,1.005777946,3.679914053,4.291342398,2.114310675,1.973218079,4.258250468,2.252548774,1.731747514,4.327864764,3.266529404,-4.739385791,1.091801564,4.206271857,4.928095496,2.884500365,6.832397366,5.39862244,4.341131986,1.902428597,6.564920682,1.09101297,4.02913788,8.481476563,5.783212336,7.211236537,4.226065204,0.119692109,-0.687954246,5.97039881,1.044295547,0.165403533,-9.245096377,9.818417748,6.186139073,2.355217907
"Egypt, Arab Rep.",4.744525547,3.832752613,5.461320496,4.920868604,5.667029157,1.125404595,4.472859184,2.9007908,3.97317218,4.642458772,4.988730565,5.492354743,5.575497461,6.053438785,6.37000383,3.535251974,2.390204027,3.193454738,4.09207161,4.471744471,6.843838194,7.087827427,7.156283567,4.6735998,5.147234857,1.764571948,2.226199798,2.185466054,2.915911881,4.372019078,4.346643456,4.181221,5.331108619,5.552093071,3.550164839,3.290646012,6.587845609,3.759005419
Euro area,2.507632494,2.533487567,4.305882245,4.099524447,3.603655408,2.313899318,1.107339301,-0.736307986,2.446993828,2.440495137,1.707086505,2.721416125,3.032734574,2.948611733,3.861178194,2.199225065,0.9595418,0.702667309,2.301898875,1.692943716,3.239196023,3.011154804,0.424721952,-4.534148008,2.1646904,1.714597206,-0.850659262,-0.219171747,1.398278513,2.054408868,1.865786321,2.62860957,1.78893526,1.59042607,-6.11006917,5.963336416,3.426121239,0.446837046
Eritrea,,,,,,,,13.4547625,21.22141119,2.858379059,9.258838563,7.908684578,1.772583091,0.013480096,-3.141985903,8.755435528,3.005429192,-2.655515925,1.451735566,2.574449551,-0.969217111,1.426822211,-9.783030018,3.876501528,2.194190349,8.679800101,,,,,,,,,,,,
Spain,3.253321706,5.547122619,5.094324204,4.827030271,3.781393555,2.546000585,0.929215316,-1.031491729,2.383195326,2.757494046,2.660561604,3.702494627,4.393100735,4.490553378,5.245943824,3.933002765,2.730948329,2.981936316,3.122733517,3.652084192,4.102685741,3.604738462,0.887067046,-3.763107042,0.162919518,-0.814384777,-2.958922132,-1.403341868,1.395775367,3.838518877,3.037774142,2.975760729,2.284469419,1.983966223,-11.16729786,6.403173615,5.770647676,2.50329436
Estonia,,,,,,-7.999843594,-21.16865621,-5.74049422,-1.642424622,4.526681792,4.943014491,13.05001474,4.33982551,-0.425025157,10.08763444,6.003674251,6.77136793,7.600265185,6.804007771,9.526426972,9.76558337,7.57914052,-5.132000958,-14.62905503,2.444265118,7.263084581,3.228200494,1.458428636,3.011366587,1.853020046,3.155564814,5.792044675,3.78420085,4.033688391,-0.965410617,7.249326354,-0.461002668,-3.005590126
Ethiopia,9.661612361,13.85933039,0.503674879,-0.36104418,2.726451783,-7.1374797,-8.672480148,13.14283398,3.189964582,6.127511414,12.42617378,3.133906851,-3.458139134,5.162145821,6.07321748,8.301306321,1.514725706,-2.161359722,13.57260314,11.81876595,10.83472707,11.456167,10.78852169,8.802553198,12.55053835,11.17829623,8.647811633,10.58227005,10.25749296,10.39246302,9.433482658,9.564189643,6.816147797,8.364085699,6.059530886,5.641530717,5.321176284,6.498134642
European Union,2.573310567,2.538517987,4.111340413,3.881161042,3.305009352,1.419414138,0.887791116,-0.641563132,2.638593412,2.678593581,1.881369515,2.653187597,3.010797088,2.948691332,3.900525156,2.175909601,1.110752072,0.908252361,2.59250681,1.924743009,3.494445516,3.156121525,0.641259952,-4.348699861,2.225118385,1.900956841,-0.701866418,-0.082642393,1.600652502,2.309377745,1.972307776,2.844765369,2.06690197,1.805311971,-5.6528569,6.008729292,3.478653735,0.450652378
Fragile and conflict affected situations,-0.103623689,1.499155681,3.631773701,1.040282654,5.165969054,-5.993434132,0.186323488,-1.91665785,-3.4533796,-0.314742446,3.412539629,4.541040981,4.933165442,3.114344832,5.463854139,4.11186251,4.794074854,1.075556735,11.26171028,5.834460098,5.821172791,5.988115247,5.042112519,3.065415286,7.017417566,0.043882959,5.570371884,3.483392563,2.096288359,1.070537609,2.167155583,2.543334726,2.720158471,2.523498857,-6.353386361,4.568994232,1.463396967,1.633343996
Finland,2.755633459,3.574826138,5.217150323,5.087143674,0.670275844,-5.886328069,-3.294660066,-0.66199803,3.963052424,4.21686747,3.66717983,6.333795654,5.457180501,4.379575723,5.773362458,2.610019124,1.707148962,2.003784203,3.99209129,2.779850556,4.027409658,5.299336507,0.783995061,-8.074447432,3.185958654,2.547664838,-1.397545728,-0.901696316,-0.364908157,0.543659212,2.811457767,3.19240963,1.139718013,1.224748922,-2.354965157,2.838179604,1.335467305,-1.035375693
Fiji,7.749907967,-6.615019995,0.955754873,7.438632435,5.80000272,-2.700003729,6.10000191,2.130032421,5.099999609,2.499998538,4.80000043,-2.199999369,1.300000452,8.799998719,-1.699998416,2.000000147,3.199999114,0.999999345,5.299999705,0.700000402,1.852483872,-0.85065431,1.03279422,-1.386037708,2.954672422,2.705143029,1.411314382,4.73421949,5.603514406,4.50120041,2.445651797,5.35336456,3.812351222,-0.580504495,-17.03987084,-4.881036196,20.01646416,8.026408625
France,2.33727635,2.561900335,4.743142194,4.343861063,2.923935081,1.048175847,1.599342677,-0.628666352,2.358408439,2.106629158,1.412993673,2.336296529,3.588659425,3.421373799,3.923669227,1.983721419,1.135531482,0.823160757,2.829752929,1.66321998,2.449323601,2.424736243,0.25494596,-2.873313828,1.949437623,2.192700633,0.313134751,0.576326675,0.956183052,1.112912341,1.095464404,2.291419994,1.865066071,1.842971814,-7.540459162,6.435209621,2.454758177,0.703718547
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,-4.303002162,-0.576939114,3.708194171,7.016653799,5.853051914,5.432701357,0.976378534,1.469915804,3.514305971,2.731552155,4.39010334,-1.926834417,5.755550527,5.398480389,
"Micronesia, Fed. Sts.",7.979347319,1.199760048,2.548903379,3.526011561,3.740926857,7.427341227,4.008016032,8.140655106,-0.534521158,7.014464845,-3.182371519,-6.060937437,2.85051586,1.37443839,4.833903786,2.167602441,0.546997672,1.572115067,-3.080153047,2.041867164,-0.081055293,-1.836185294,-2.408492587,1.093099241,2.259389956,3.188574755,-1.866819755,-3.679767791,-2.305775745,4.621884004,0.484101802,0.823045267,0,4.081632653,-1.960784314,2.8,-0.778210117,0.784313725
Gabon,-0.803597734,-17.14604221,12.84535325,8.54530999,5.192237277,6.112503483,-3.090145652,3.946555008,3.712754841,4.973847763,3.62504902,5.738367395,3.477833587,-8.932622802,-1.882966398,2.135233422,-0.249033169,2.247330012,0.689543058,2.676203333,-2.806578356,6.008108025,-3.308430649,0.13033112,7.089887315,7.091753343,5.251076918,5.638699003,4.314964441,3.878899395,2.091442208,0.472642031,0.837916581,3.920808795,-1.837761064,1.467957315,2.967741644,2.263232088
United Kingdom,3.15034063,5.392738267,5.732413602,2.577602821,0.733755496,-1.103121658,0.40108203,2.48983102,3.846009161,2.531670045,2.582022529,4.924928652,3.414269874,3.066176125,4.318727058,2.578741046,1.791985616,3.146572528,2.426496549,2.738842404,2.386275368,2.620331222,-0.225726975,-4.614957402,2.238688634,1.145101541,1.512936749,1.792322216,3.195782466,2.220258322,1.921063414,2.655069668,1.403792086,1.641610996,-10.35990082,8.674904114,4.345228834,0.104017849
Georgia,-8.175672224,1.281480657,5.55545383,-7.193782851,-14.78878505,-21.09985084,-44.89977481,-29.30016651,-10.39823009,2.59657507,11.20254639,10.52080424,3.101509696,2.867295675,1.840381179,4.807298672,5.474024887,11.057031,5.792682927,9.591138329,9.421480812,12.57556982,2.42161441,-3.650752296,6.246408653,7.934336525,6.57883102,5.132885312,4.090490596,3.351023503,3.45021518,5.159902617,6.062036413,5.380719266,-6.290471785,10.64423366,10.95853214,7.474479094
Ghana,5.19916068,4.794898879,5.628168764,5.0858727,3.328817883,5.281826398,3.87941908,4.850000554,3.299999739,4.112418972,4.602461156,4.19635744,4.700390784,4.399996825,3.700000082,4.000000128,4.499999559,5.200000133,5.599999991,5.900003819,6.399912606,4.346819104,9.149798938,4.844487052,7.899711941,14.04712358,9.292789406,7.312525017,2.856240163,2.120759338,3.37346575,8.128894881,6.200077681,6.507774794,0.513941671,5.076466435,3.817504621,2.944785831
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,3.114040034,3.299938843,6.308116702,4.00347601,4.324062755,2.613423004,3.270947303,5.044144541,3.970099106,4.607673202,4.461575085,5.181603458,3.644121242,3.812004033,2.503060563,3.658346469,5.164609467,1.248601259,2.340117313,2.997272563,1.189602117,6.817471111,4.13301616,-1.122642048,4.813370676,5.612101189,5.91528626,3.945687087,3.696553117,3.825910569,10.8206272,10.30000534,6.358491927,5.61691447,4.920266372,3.9,4.7,7.061960029
"Gambia, The",4.091070741,2.454332597,4.476826921,5.895721873,3.558879368,3.107039224,3.378688791,3.012101374,0.15434596,0.881848241,2.223545638,4.89999911,3.499998702,6.39999905,5.500000216,5.800000243,-3.25000015,6.869999622,7.050000001,-2.351729362,-0.555580977,3.043249508,6.255905534,6.665724308,5.90833581,-8.130444223,5.241569246,2.87276879,-1.407382495,4.058073804,1.943359655,4.822611249,7.234890333,6.22205316,0.591487288,5.255968794,4.917821309,5.295996638
Guinea-Bissau,-0.793847626,2.900000007,4.599999988,6.100000021,6.099999986,5.100000023,1.099999971,2.1,3.20000002,4.400000008,11.6,6.5,-22.44572706,16.81502127,1.10027815,4.785971648,3.65393604,-0.285931047,1.171891528,6.559771103,2.666504932,2.559826479,4.524575144,2.447951069,5.605363103,8.085041677,-1.712869583,3.256071912,0.964525747,6.134089355,5.306596331,4.788991621,3.761453595,4.500092937,1.5,6.399952624,4.199990232,4.248282297
Equatorial Guinea,-2.330556357,4.436737362,2.655262183,-1.229178079,-1.758564085,-1.022238877,34.74532003,11.03321304,16.66883554,17.48626373,66.57999722,149.9729635,23.77448233,25.66401544,18.21377996,63.37987543,19.46283404,13.95525032,37.99872686,16.74870061,7.704917607,15.28211392,17.79910913,1.343356288,-8.924175889,6.52392363,8.312871844,-4.133198501,0.415066302,-9.110041149,-8.816417232,-5.667508505,-6.236544067,-5.481825379,-4.791080834,0.860269956,3.716010594,-5.691583464
Greece,0.517660353,-2.258863559,4.287861313,3.800000278,0,3.100000245,0.699999842,-1.599999692,2,2.099719416,2.862128692,4.484199249,3.894904745,3.072597035,3.91977053,4.131611986,3.922871742,5.794531661,5.060992492,0.599142037,5.652433536,3.273746876,-0.335172543,-4.300733487,-5.477808049,-10.14931483,-7.086696786,-2.515997222,0.475695947,-0.19608763,-0.487173294,1.09214912,1.668428636,1.879489986,-9.316435765,8.379943784,5.55728708,2.011520943
Grenada,7.194273812,9.097425042,2.966791706,3.767730785,4.012611898,1.385545814,-0.851148756,-1.958815581,1.693556044,2.12947515,4.438234716,5.015494609,11.75350299,6.898362434,4.887952137,-2.023900041,3.43732353,9.463973431,-0.647450316,13.27618833,-3.995328244,6.123450947,0.947542625,-6.613281348,-0.511146187,0.76477355,-1.154838164,2.351098017,7.34212396,6.445223147,3.739603956,4.438675669,4.361440394,0.676511739,-13.75662226,4.687478169,7.320740616,4.809286899
Greenland,7.097322746,5.515872099,5.603610711,6.659545024,-11.71953298,-0.113464598,-5.111700032,-5.027932629,5.924369801,3.728677489,1.529637361,1.468926381,7.757981745,1.377884445,7.101596882,1.269035079,-0.971177311,4.430045721,6.906582837,4.987491771,5.555694901,2.352437981,6.166132702,0.865952329,1.735825059,-0.496519392,1.39419336,-1.298280693,4.742135673,-2.529318024,4.68195411,0.052728183,0.623065429,2.832177568,0.187608794,1.290210488,,
Guatemala,0.143049596,3.543983307,3.892387064,3.94258952,3.102563176,3.65824875,4.838338847,3.927131945,4.033741496,4.948547502,2.957779887,4.364089947,4.993527803,3.847062189,3.608868717,2.332574866,3.839287086,2.560377668,3.137916836,3.276026926,5.351397787,6.33771869,3.293524,0.476898107,2.884175428,4.163906883,2.974708568,3.694819199,4.443977583,4.092170816,2.677802555,3.079851491,3.4068734,4.017897934,-1.791857695,8.002408036,4.118004169,3.484484727
Guam,,,,,,,,,,,,,,,,,,0.879314135,6.493789497,3.642316349,-3.652517275,0.717213115,2.034587996,0.438683948,2.263251936,0.077654824,2.13385063,1.690408357,1.793051924,0.825688073,0.181983621,0.890099909,-0.828231905,2.523602033,-10.51885957,2.058183257,5.099864262,
Guyana,-0.900602237,0.899396594,-3.693533101,-4.916666665,-3.067484664,6.057866185,7.757885776,8.175105493,8.532423167,5.031446558,7.955517541,6.18066561,-1.679104492,2.960151803,-1.363803903,2.279521659,1.132626962,-0.632225388,1.56335211,-1.950957595,5.129609348,7.191236241,1.755223496,3.611508472,4.138441601,5.196251561,5.27633062,3.653384333,1.68649445,0.687404591,3.807456264,3.734491546,4.440912885,5.352840035,43.47965172,20.00752973,63.43986437,33.01688299
High income,3.276278498,3.514576034,4.710654791,3.870009594,2.682735064,0.902865522,1.508097334,1.05553692,2.882690664,2.710135805,2.896408441,3.477611926,2.733436523,3.52472843,4.259076223,1.583035981,1.620540177,2.305221781,3.513388852,2.974538737,3.22028729,2.856672473,0.675885063,-3.378528337,3.048340175,2.017851706,1.472888106,1.597957074,2.141768165,2.325526275,1.833040909,2.47631841,2.369994444,1.845827065,-3.914669261,5.584368156,2.641586105,1.644160342
"Hong Kong SAR, China",11.05608661,13.39844348,8.511541673,2.276961603,3.830518982,5.701925521,6.234872455,6.201196893,6.036126606,2.373744468,4.258572171,5.099744435,-5.882689869,2.506704974,7.663440689,0.560798481,1.656689885,3.056282107,8.700097869,7.388127394,7.032659005,6.464814455,2.127981815,-2.459089473,6.76766257,4.814713796,1.700313663,3.10154169,2.762374494,2.387838881,2.175411705,3.796090706,2.846911546,-1.672426519,-6.544778677,6.454396779,-3.680752922,3.21505497
Honduras,5.330774418,6.63835598,1.746033807,2.727848929,2.79174895,-3.319308423,6.073687877,6.495718208,0.211903499,6.189304558,1.870776294,4.598083062,3.590233034,-0.735651085,7.291288159,2.723193273,3.754337861,4.547038052,6.232302961,6.050599222,6.567243552,6.188327167,4.23160011,-2.43162788,3.731140344,3.835690662,4.128687749,2.791559757,3.058080562,3.840079971,3.892972197,4.842913911,3.84499477,2.559634346,-8.965082233,12.56528438,4.14356194,3.582603626
Heavily indebted poor countries (HIPC),3.120114269,3.297167343,1.300548393,1.50118905,-1.063160959,0.445893313,-1.127092768,0.477535584,-0.184368995,5.003254887,5.129354759,5.58070097,3.513934313,3.135511804,2.888998207,3.62872773,3.810757284,3.888810874,5.657396457,5.569063804,5.862566945,5.460474937,5.641476869,3.738118983,6.100512,4.462047916,3.97711292,5.640484435,5.845892406,4.816187111,4.442968382,5.003473478,4.193276927,4.420985717,0.236251144,4.195132478,4.796360999,4.41181393
Croatia,,,,,,-21.08867066,-11.71329046,-8.025582059,5.870474738,6.758477196,6.047268309,6.169380903,2.246975809,-0.85587317,2.956274614,3.12086446,5.820577751,5.599633572,4.17994854,4.307492962,5.076835412,5.075021828,2.019521789,-7.215120202,-1.224864141,-0.058246926,-2.298255012,-0.306838202,-0.34168263,2.549129635,3.649197525,3.364803306,2.983376913,3.44274248,-8.520438134,13.04114349,7.027225888,3.060871288
Haiti,-0.497504788,-0.7936487,0.200426837,-2.913424398,1.038122802,1.880544724,-5.309932923,-5.426295992,-11.95062929,9.897707488,4.140773329,2.704713931,2.18184033,2.71024801,0.870059259,-0.342747883,1.051820135,3.480779732,-1.31785676,3.072173377,1.768750603,4.70652994,2.658032308,5.890378948,-5.651511534,5.098213544,0.502424404,4.324784115,2.888772509,1.400000009,1.812468078,2.510271345,1.667810955,-1.723096998,-3.30550547,-1.798239889,-1.681983969,-1.863884203
Hungary,1.534948825,4.051229599,-0.065263143,0.736424821,-3.496659762,-11.89204086,-3.064180347,-0.576108518,2.947154556,1.489525476,0.082413298,3.143122194,3.900004501,3.071026866,4.479194732,4.074088033,4.741286546,4.074249746,5.004620692,4.29427761,3.94606688,0.277372772,1.003943029,-6.597867219,1.076254043,1.866837475,-1.250226023,1.802522101,4.232209806,3.707315979,2.201001893,4.271976016,5.362348362,4.864225735,-4.487046048,7.06122061,4.583407673,-0.907685956
IBRD only,3.843979892,4.867021285,4.030182365,3.199978786,1.945933084,1.136615362,1.560979514,3.703119369,3.614992021,3.986171484,5.478558312,5.356005947,2.661913298,3.745618441,5.891569519,3.622464485,4.572186646,5.943161187,7.637394371,7.184478526,8.296932305,8.948944267,5.905424068,2.786337537,7.815824585,6.381233176,5.446668541,5.221775156,4.792720339,4.404530948,4.55662192,5.241650355,4.935665423,3.98398106,-1.40120443,7.628482966,3.601688625,4.447556758
IDA & IBRD total,3.75342462,4.737579916,4.104809357,3.094959335,2.1233912,1.205303551,1.614130905,3.452352453,3.38100914,3.951255289,5.423753642,5.218065907,2.728615025,3.674508223,5.724715372,3.657184974,4.646775038,5.85472061,7.55695579,7.100965803,8.112408502,8.702055557,5.835855095,2.969739266,7.683101065,6.203461966,5.284632252,5.223253584,4.846308684,4.32675343,4.454964519,5.14241842,4.89001452,3.979119056,-1.355435011,7.386659265,3.653546061,4.363221195
IDA total,3.024371434,3.694469961,4.706327666,2.251831979,3.867336031,1.895044265,2.143884351,0.970945507,1.003034409,3.587224396,4.848752211,3.762128784,3.443660877,2.91796403,3.935272376,4.034189241,5.453470309,4.906203558,6.685731979,6.188377682,6.07710359,5.921876186,5.030060153,5.077611646,6.190945923,4.174272804,3.395867206,5.240828595,5.4825506,3.40935816,3.24436381,3.945681821,4.332600772,3.919409107,-0.792994535,4.433211437,4.310298531,3.296311085
IDA blend,2.963894819,3.912826483,6.42393954,3.153361359,6.512686934,2.032882987,3.096232491,-0.171363309,0.917916618,2.041879672,4.619248462,2.002017042,2.698880041,2.110614547,3.785198516,4.358374988,6.969005937,5.019643575,7.581851473,6.21313626,5.854095656,5.614315208,4.150422798,5.976999722,5.933594358,4.591922462,4.381887918,5.515221103,5.607324951,3.740471004,2.087329773,2.555791797,3.84829204,2.770731357,-1.415742918,5.164294109,4.215491032,2.526256901
Indonesia,5.769230769,5,5.627705628,7.786885246,7.224334601,6.77581744,6.497506519,6.496408118,7.539971096,8.220007399,7.818187077,4.699878854,-13.12672549,0.791126083,4.920067748,3.643466448,4.499475389,4.780369124,5.030873945,5.692571303,5.500951785,6.345022228,6.013703599,4.628871183,6.22385418,6.169784208,6.030050653,5.557263689,5.006668426,4.8763223,5.033069183,5.069785901,5.17429154,5.01928768,-2.065511829,3.702885628,5.307419348,5.048105771
IDA only,3.080229809,3.495691166,2.987567926,1.319598808,1.082382973,1.751952063,1.152509552,2.179208968,1.090995593,5.181457761,5.07844934,5.516025301,4.161095869,3.6847529,4.075642691,3.735437192,4.048447772,4.798083623,5.829832783,6.164338853,6.293728046,6.219397738,5.876137008,4.252623384,6.430913235,3.786655352,2.473648645,4.97941208,5.363320007,3.092224012,4.359519293,5.256098768,4.777502698,4.965264186,-0.23784529,3.789182498,4.395917127,3.998148258
Isle of Man,19.10553834,9.896346728,11.82935653,6.845213157,4.186976822,1.604992883,0.80000249,2.599995708,4.000001204,4.299998206,7.700006207,8.599994333,13.50000596,13.69999702,5.300001526,5.399999031,6.199998195,5.999999688,5.200003104,5.899999336,7.699998713,7.50000023,4.900001001,2.100000272,3.399998424,1.999999382,7.303890305,4.141862742,5.15509985,-0.385867274,6.952303657,2.837757415,2.21339675,0.254878786,-8.8368174,3.837836666,,
India,4.776564168,3.965355635,9.627782916,5.947343332,5.533454561,1.056831435,5.48239602,4.750776218,6.65892407,7.574491838,7.549522249,4.04982085,6.184415822,8.845755559,3.840991157,4.823966266,3.803975321,7.860381476,7.922936612,7.923430621,8.060732572,7.660815067,3.086698059,7.861888833,8.497584702,5.241316199,5.456387552,6.386106401,7.410227605,7.996253786,8.256305502,6.795383419,6.453851345,3.871436941,-5.777724707,9.689592492,6.987039326,7.583971124
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,-0.428330595,4.663092107,5.217412862,5.813920468,8.466527782,1.929639258,3.343274101,2.692609581,5.755827065,9.634421619,7.379625234,11.02176454,8.766121687,10.52988629,9.403524677,5.305821528,5.899365269,3.013838692,6.788139971,5.739781672,4.987853812,5.310118221,-4.484070646,-5.095783185,1.682972022,1.280752091,-0.129692111,1.174614374,8.828998727,24.47525334,1.765556879,9.311259306,8.470295452,5.297728026,6.617194668,15.12521979,9.43302211,-3.19878596
"Iran, Islamic Rep.",-9.784905578,-0.172107688,-6.08199662,6.132115677,13.59492644,12.71614844,3.297981919,-1.471011483,-1.698286119,2.401044552,6.35052602,1.350399274,2.08001178,2.002696233,5.845527476,2.392172712,8.078829279,8.639298396,4.336665983,3.189804081,4.999795269,8.155773518,0.250856553,1.007385463,5.797938296,2.64571792,-3.747171399,-1.521979205,4.984775067,-1.424884939,8.815086643,2.758505246,-1.838007571,-3.070587985,3.330288459,4.719777732,3.776631402,4.952163169
Iraq,4.647590574,9.305281393,-0.019036937,-3.118535214,57.81782834,-64.04710697,32.5922112,30.28982949,3.85453245,2.120021498,11.02078564,21.23793613,34.85709514,17.58226601,16.92166569,1.761480081,-8.198469824,-36.65815268,53.38179419,1.671889624,5.646297795,1.885572143,8.228107104,3.379299094,6.402564845,7.5464712,13.93643017,7.628571185,0.19701671,4.722864019,13.78737302,-1.819750351,2.633850991,5.513790574,-12.03679309,1.50218071,7.639811402,-2.93555774
Iceland,6.270541969,8.545939813,-0.089726022,0.258439816,1.169370335,-0.223525548,-3.373894067,1.313449459,3.608857873,0.11658371,4.567123587,5.771612425,7.362800953,4.034923527,4.98504277,4.013497555,0.559519082,2.142688379,7.802399508,6.124438965,6.316993086,8.454860096,2.209496419,-7.66380956,-2.832774915,1.845779156,1.063636607,4.55246032,1.687215018,4.436663719,6.303687107,4.194948829,4.889172995,1.861177943,-6.940453095,5.148715418,8.881307745,4.06379899
Israel,4.190144509,7.139711265,2.910016199,0.574747006,7.315199051,7.726115173,7.759266168,4.116756413,7.427845172,6.602924927,5.928291132,3.79045235,4.115555069,3.330492529,8.671655277,0.334070643,-0.114220928,1.393912964,4.784467426,4.134076619,5.582667959,6.033213571,3.251163361,0.883120394,5.668515118,5.561139076,2.587653844,4.415501587,3.919126893,2.485826289,4.521680309,4.276595951,4.070321887,4.156137989,-1.857289278,8.611990348,6.832886636,1.997039988
